Account_ID,Account_Number,Customer_First_Name,Customer_Last_Name,State,City,Zip_Code,Original_Balance,Outstanding_Balance,Credit_Score,Placement_Date,Charge_Off_Date,Collection_Stage,Days_Past_Due,Last_Payment_Date,Account_Tenure_Months,Account_Status,Bankruptcy_Flag,Fraud_Flag
9302,NVT00009302,John,Banks,Ohio,Columbus,98985,3384.54,3384.54,699,2024-07-21,2024-06-30,Tertiary,529,2025-05-17,19,Active,0,0
9303,NVT00009303,Kimberly,Collins,Ohio,Cleveland,39565,921.13,921.13,677,2025-03-05,2025-02-23,Secondary,242,2025-11-29,11,Active,0,0
9304,NVT00009304,Kristi,Adams,New York,New York,64030,1046.85,1046.85,516,2026-01-23,2025-12-26,Pre-Writeoff,61,,1,Active,0,0
9305,NVT00009305,Kaylee,Phillips,Pennsylvania,Pittsburgh,94964,8473.56,8473.56,709,2025-11-09,2025-10-09,Primary,103,,3,Active,0,0
9306,NVT00009306,Donna,Stanton,Ohio,Columbus,30889,594.42,594.42,705,2024-07-01,2024-05-20,Tertiary,537,,20,Active,0,0
9307,NVT00009307,Joshua,Salas,Pennsylvania,Allentown,51470,1045.3,1045.3,698,2025-03-29,2025-02-14,Secondary,351,2025-04-07,11,Active,0,0
9308,NVT00009308,Savannah,Nelson,North Carolina,Greensboro,57627,4099.97,4099.97,666,2024-07-27,2024-07-07,Tertiary,404,2024-12-18,19,Active,0,0
9309,NVT00009309,Courtney,Caldwell,New York,Rochester,48321,1376.93,1376.93,655,2025-08-26,2025-07-17,Primary,103,2025-12-11,6,Active,0,0
9310,NVT00009310,Danielle,Barnett,Arizona,Tucson,27368,742.49,742.49,712,2025-11-30,2025-10-22,Primary,160,,3,Active,0,0
9311,NVT00009311,Beth,Moore,California,Sacramento,80978,886.0,886.0,774,2025-11-17,2025-10-12,Primary,118,2025-12-01,3,Active,0,0
9312,NVT00009312,Dale,Ramirez,Pennsylvania,Pittsburgh,58332,2130.49,2130.49,573,2026-01-01,2025-11-28,Pre-Writeoff,84,2026-01-31,2,Active,0,0
9313,NVT00009313,Stephen,Stokes,North Carolina,Raleigh,85113,592.78,592.78,715,2025-12-06,2025-11-20,Primary,130,,2,Active,0,0
9314,NVT00009314,Caitlin,Molina,Georgia,Atlanta,69801,1352.42,1352.42,633,2024-10-04,2024-09-12,Tertiary,413,2025-02-14,16,Active,0,0
9315,NVT00009315,Daniel,Smith,California,San Jose,69596,4731.63,4731.63,630,2025-05-03,2025-04-27,Secondary,319,,9,Active,0,0
9316,NVT00009316,Justin,Burke,Illinois,Springfield,46385,191.89,191.89,532,2025-07-05,2025-05-26,Primary,125,,8,Active,0,0
9317,NVT00009317,Patricia,Gonzales,California,Sacramento,69179,4126.33,4126.33,620,2025-09-06,2025-07-29,Primary,104,2025-10-21,6,Active,0,0
9318,NVT00009318,Christopher,Bell,Florida,Jacksonville,59535,300.61,300.61,570,2024-07-13,2024-07-05,Tertiary,405,,19,Active,0,0
9319,NVT00009319,Troy,Kline,Florida,Miami,39749,2087.84,2087.84,607,2024-08-28,2024-07-30,Tertiary,473,2024-11-18,18,Active,0,0
9320,NVT00009320,Michael,Davis,Texas,Houston,66818,4195.27,4195.27,563,2025-06-19,2025-05-21,Secondary,237,2025-09-02,8,Active,0,0
9321,NVT00009321,Mary,Barnett,Ohio,Cincinnati,98478,17372.01,17372.01,608,2024-08-24,2024-08-08,Tertiary,392,,18,Active,0,0
9322,NVT00009322,Peter,Robertson,New York,Buffalo,78567,354.01,354.01,611,2024-07-29,2024-06-29,Tertiary,367,2024-08-31,19,Active,0,0
9323,NVT00009323,Travis,Sandoval,Florida,Jacksonville,90025,711.73,711.73,646,2026-01-01,2025-12-04,Pre-Writeoff,56,2026-01-31,1,Active,0,0
9324,NVT00009324,Andrew,Whitney,Georgia,Atlanta,89626,5152.48,5152.48,526,2025-11-16,2025-10-21,Primary,114,,3,Active,0,0
9325,NVT00009325,Charles,Butler,Ohio,Cincinnati,45898,3218.11,3218.11,538,2024-07-19,2024-07-18,Tertiary,504,2024-11-16,18,Active,0,0
9326,NVT00009326,Susan,Hill,Florida,Tampa,86298,9047.49,9047.49,665,2025-07-12,2025-06-14,Primary,102,2025-12-02,7,Active,0,0
9327,NVT00009327,Charles,Salazar,Illinois,Springfield,47976,791.68,791.68,584,2024-11-19,2024-11-08,Tertiary,445,2025-05-22,14,Active,0,0
9328,NVT00009328,Grace,Johnston,New York,New York,59835,1743.51,1743.51,715,2025-01-26,2025-01-02,Secondary,212,2025-10-10,13,Active,0,0
9329,NVT00009329,Nicholas,Garcia,Georgia,Augusta,15766,3654.95,3654.95,655,2025-07-24,2025-06-15,Primary,156,2025-11-28,7,Active,0,0
9330,NVT00009330,Lee,Simpson,Illinois,Naperville,32579,155.8,155.8,682,2024-08-08,2024-07-25,Tertiary,362,2024-10-17,18,Active,0,0
9331,NVT00009331,Rebekah,Lee,Texas,Austin,15342,2979.23,2979.23,738,2025-07-26,2025-06-26,Primary,180,,7,Active,0,0
9332,NVT00009332,Lindsey,Ryan,Arizona,Tucson,83305,7352.65,7352.65,618,2025-12-19,2025-11-17,Pre-Writeoff,79,2026-01-31,2,Active,0,0
9333,NVT00009333,Hector,Mann,Texas,Houston,80726,17311.69,17311.69,599,2026-01-14,2026-01-03,Pre-Writeoff,82,,0,Active,0,0
9334,NVT00009334,Alejandro,Merritt,Ohio,Cleveland,70653,721.12,721.12,701,2025-07-03,2025-06-14,Primary,125,2025-10-11,7,Active,0,0
9335,NVT00009335,Guy,Mcdonald,Georgia,Atlanta,33683,2483.74,2483.74,675,2025-09-07,2025-08-17,Primary,165,,5,Active,0,0
9336,NVT00009336,Ashley,Flores,Pennsylvania,Allentown,34900,14713.08,14713.08,626,2026-01-01,2025-12-03,Pre-Writeoff,88,2026-01-31,1,Active,0,0
9337,NVT00009337,Catherine,Rivas,Ohio,Columbus,35096,15148.16,15148.16,737,2026-01-02,2025-12-14,Pre-Writeoff,86,,1,Active,0,0
9338,NVT00009338,Anthony,Anderson,Illinois,Naperville,95236,1028.96,1028.96,625,2025-03-02,2025-02-13,Secondary,354,,11,Active,0,0
9339,NVT00009339,Theresa,Roberson,Georgia,Augusta,79265,8520.94,8520.94,642,2026-01-08,2025-12-31,Pre-Writeoff,82,2026-01-31,1,Active,0,0
9340,NVT00009340,Victoria,Branch,Texas,San Antonio,51658,801.01,801.01,641,2025-06-14,2025-05-22,Secondary,291,2025-10-31,8,Active,0,0
9341,NVT00009341,Timothy,Cohen,California,San Jose,08957,870.69,870.69,574,2024-07-24,2024-07-10,Tertiary,416,2025-04-06,19,Active,0,0
9342,NVT00009342,Christina,Hanson,California,Sacramento,57535,5935.99,5935.99,645,2024-08-03,2024-06-24,Tertiary,482,2025-05-12,19,Active,0,0
9343,NVT00009343,Amy,Romero,Georgia,Augusta,32372,2362.58,2362.58,737,2026-01-22,2025-12-28,Pre-Writeoff,60,2026-01-31,1,Active,0,0
9344,NVT00009344,Eric,Summers,Georgia,Atlanta,74489,8245.21,8245.21,671,2025-10-01,2025-09-05,Primary,95,2026-01-31,4,Active,0,0
9345,NVT00009345,Judy,Cruz,North Carolina,Charlotte,42461,941.45,941.45,642,2024-07-02,2024-06-29,Tertiary,531,2024-11-13,19,Active,0,0
9346,NVT00009346,Sara,Jones,Georgia,Atlanta,24236,1123.94,1123.94,628,2024-09-11,2024-08-08,Tertiary,404,2025-01-14,18,Active,0,0
9347,NVT00009347,James,Winters,Arizona,Tucson,44927,451.74,451.74,663,2025-09-06,2025-08-10,Primary,153,2026-01-31,5,Active,0,0
9348,NVT00009348,Anthony,Chan,Pennsylvania,Allentown,63270,289.82,289.82,692,2025-03-01,2025-02-26,Secondary,193,2025-04-02,11,Active,0,0
9349,NVT00009349,Andrew,Johnson,Ohio,Columbus,33396,850.89,850.89,682,2025-03-05,2025-02-13,Secondary,188,,11,Active,1,0
9350,NVT00009350,William,Gonzalez,Arizona,Mesa,63084,8860.47,8860.47,616,2026-01-12,2025-12-10,Pre-Writeoff,70,2026-01-31,1,Active,0,0
9351,NVT00009351,Edwin,Reyes,New York,Albany,62987,1743.72,1743.72,662,2024-08-09,2024-07-01,Tertiary,405,2025-01-25,19,Active,0,0
9352,NVT00009352,Michelle,Jensen,California,Sacramento,63857,109.65,109.65,673,2026-01-23,2025-12-17,Pre-Writeoff,37,2026-01-31,1,Active,0,0
9353,NVT00009353,Danny,White,California,San Jose,36895,4792.11,4792.11,569,2024-11-01,2024-10-15,Tertiary,362,,15,Active,0,0
9354,NVT00009354,Jay,Lane,Texas,Dallas,31565,600.25,600.25,651,2025-09-12,2025-09-11,Primary,93,2026-01-31,4,Active,0,0
9355,NVT00009355,Mark,Branch,California,Sacramento,57987,4432.75,4432.75,488,2025-05-29,2025-04-18,Secondary,350,,9,Active,0,0
9356,NVT00009356,Jeffrey,Johnson,Pennsylvania,Pittsburgh,84414,1429.62,1429.62,673,2024-07-16,2024-07-11,Tertiary,448,2024-09-29,18,Active,0,0
9357,NVT00009357,Jessica,Frye,Ohio,Columbus,21185,256.84,256.84,686,2025-02-17,2025-01-12,Secondary,321,2025-04-06,12,Active,0,0
9358,NVT00009358,Shelby,Allen,Texas,Dallas,10902,1736.13,1736.13,692,2025-03-12,2025-02-16,Secondary,188,2025-05-22,11,Active,0,0
9359,NVT00009359,Joseph,Reyes,North Carolina,Charlotte,19061,3109.91,3109.91,612,2025-09-03,2025-08-28,Primary,164,,5,Active,0,0
9360,NVT00009360,Timothy,James,Georgia,Savannah,29633,3082.17,3082.17,661,2025-10-10,2025-09-21,Primary,167,2026-01-22,4,Active,0,0
9361,NVT00009361,Stephanie,Aguilar,North Carolina,Charlotte,67031,8350.89,8350.89,739,2026-01-26,2025-12-19,Pre-Writeoff,82,2026-01-31,1,Active,0,0
9362,NVT00009362,Michael,Zuniga,North Carolina,Raleigh,36436,8301.36,8301.36,738,2025-06-15,2025-05-18,Secondary,316,2026-01-18,8,Active,0,0
9363,NVT00009363,Andrea,Henderson,California,San Diego,68031,8279.46,8279.46,637,2024-12-30,2024-11-25,Secondary,224,2025-02-09,14,Active,0,0
9364,NVT00009364,Kelly,Thompson,Ohio,Cincinnati,60152,4513.31,4513.31,649,2026-01-28,2025-12-29,Pre-Writeoff,54,,1,Active,0,0
9365,NVT00009365,Julie,Jackson,Georgia,Atlanta,58746,1491.06,1491.06,717,2025-09-12,2025-08-30,Primary,110,,5,Active,0,0
9366,NVT00009366,Tyler,Reed,Ohio,Cincinnati,48891,311.08,311.08,534,2025-06-21,2025-05-26,Primary,144,,8,Active,0,0
9367,NVT00009367,William,Hall,North Carolina,Charlotte,50765,1221.55,1221.55,617,2024-09-13,2024-08-09,Tertiary,465,2025-07-09,18,Active,0,0
9368,NVT00009368,Ricardo,Reyes,Texas,Austin,10030,1108.11,1108.11,733,2024-07-07,2024-05-23,Tertiary,441,,20,Active,0,0
9369,NVT00009369,James,Carroll,Pennsylvania,Philadelphia,81876,115.6,115.6,708,2025-07-08,2025-05-30,Primary,143,,8,Active,0,0
9370,NVT00009370,Gerald,Davis,Illinois,Chicago,11168,239.47,239.47,665,2024-10-24,2024-10-05,Tertiary,503,,16,Active,0,0
9371,NVT00009371,Gloria,Jones,New York,Rochester,72365,2528.2,2528.2,534,2025-12-26,2025-12-05,Pre-Writeoff,32,,1,Active,0,0
9372,NVT00009372,Paige,Carson,Texas,San Antonio,99585,4384.06,4384.06,636,2025-05-30,2025-05-05,Secondary,253,2026-01-31,9,Active,0,0
9373,NVT00009373,Juan,Patton,New York,New York,74266,743.03,743.03,598,2024-10-19,2024-10-13,Tertiary,398,2025-01-21,15,Active,0,0
9374,NVT00009374,Philip,Lee,Arizona,Mesa,68547,188.21,188.21,663,2025-10-24,2025-09-20,Primary,159,,4,Active,0,0
9375,NVT00009375,Brandy,Rhodes,New York,New York,61983,4238.15,4238.15,583,2026-01-29,2025-12-21,Pre-Writeoff,52,2026-01-31,1,Active,0,0
9376,NVT00009376,Katie,Houston,North Carolina,Raleigh,44031,1725.49,1725.49,568,2025-10-06,2025-08-24,Primary,91,,5,Active,0,0
9377,NVT00009377,Larry,Mcguire,North Carolina,Charlotte,49431,645.44,645.44,495,2024-08-12,2024-08-07,Tertiary,412,2025-01-06,18,Active,0,0
9378,NVT00009378,Laura,Logan,California,Sacramento,65090,2555.71,2555.71,725,2024-12-18,2024-12-02,Tertiary,497,,14,Active,0,0
9379,NVT00009379,Stephanie,Torres,North Carolina,Raleigh,78177,7371.0,7371.0,612,2025-10-07,2025-09-18,Primary,159,2026-01-31,4,Active,0,0
9380,NVT00009380,Tony,Ramirez,North Carolina,Charlotte,88163,571.28,571.28,651,2025-12-01,2025-10-22,Primary,137,2025-12-19,3,Active,0,0
9381,NVT00009381,Nicole,Mccoy,Arizona,Mesa,71000,1352.07,1352.07,639,2025-11-10,2025-10-28,Primary,118,,3,Active,0,0
9382,NVT00009382,Rodney,Hernandez,Texas,San Antonio,29460,1594.89,1594.89,565,2025-10-31,2025-10-25,Primary,145,2026-01-09,3,Active,0,0
9383,NVT00009383,Julie,Smith,Ohio,Columbus,17125,846.42,846.42,551,2025-02-06,2025-01-12,Secondary,301,2025-03-22,12,Active,0,0
9384,NVT00009384,Lisa,Coleman,New York,Rochester,96245,1601.94,1601.94,569,2024-12-16,2024-11-15,Tertiary,379,2025-06-24,14,Active,0,0
9385,NVT00009385,Cindy,Thompson,Arizona,Tucson,25063,17974.98,17974.98,589,2026-01-27,2026-01-03,Pre-Writeoff,59,2026-01-31,0,Active,0,0
9386,NVT00009386,Catherine,Garner,Arizona,Phoenix,78442,923.16,923.16,665,2026-01-22,2026-01-01,Pre-Writeoff,54,2026-01-31,1,Active,0,0
9387,NVT00009387,Ruben,Nelson,Arizona,Tucson,05808,465.95,465.95,584,2024-10-31,2024-09-16,Tertiary,442,2024-12-30,16,Active,0,0
9388,NVT00009388,Ashley,Lee,Ohio,Cleveland,84288,8016.76,8016.76,762,2026-01-29,2026-01-27,Pre-Writeoff,43,2026-01-31,0,Active,0,0
9389,NVT00009389,Nathaniel,Shaffer,Georgia,Augusta,04232,766.57,766.57,711,2025-12-13,2025-11-01,Primary,124,2026-01-31,3,Active,0,0
9390,NVT00009390,Cynthia,Craig,Georgia,Savannah,08330,1751.09,1751.09,696,2025-07-01,2025-06-17,Primary,150,2025-11-10,7,Active,0,0
9391,NVT00009391,Caleb,Ryan,New York,Albany,42927,2426.76,2426.76,631,2025-09-27,2025-08-15,Primary,119,2026-01-22,5,Active,0,0
9392,NVT00009392,Gary,Hall,Illinois,Chicago,77727,4850.45,4850.45,745,2025-12-13,2025-12-06,Primary,156,,1,Active,0,0
9393,NVT00009393,Arthur,Young,California,San Jose,02112,1554.18,1554.18,624,2025-09-27,2025-09-26,Primary,121,2026-01-31,4,Active,0,0
9394,NVT00009394,William,Clark,Ohio,Cleveland,42403,2392.14,2392.14,637,2024-11-04,2024-09-25,Tertiary,454,2025-06-06,16,Active,0,0
9395,NVT00009395,Brenda,Watson,Florida,Tampa,38073,1395.78,1395.78,651,2026-01-16,2026-01-03,Pre-Writeoff,41,,0,Active,0,0
9396,NVT00009396,Kelly,Crosby,California,San Jose,46465,3730.0,3730.0,689,2025-12-15,2025-11-11,Primary,173,2026-01-31,2,Active,0,0
9397,NVT00009397,Margaret,Rojas,California,San Diego,97420,627.15,627.15,684,2025-10-09,2025-09-04,Primary,103,,4,Active,0,0
9398,NVT00009398,Deanna,James,Georgia,Augusta,15352,1878.26,1878.26,606,2024-08-06,2024-07-04,Tertiary,436,2025-03-16,19,Active,0,0
9399,NVT00009399,Tammy,Orr,North Carolina,Greensboro,57930,2424.47,2424.47,602,2025-05-06,2025-04-24,Secondary,343,2025-06-03,9,Active,0,0
9400,NVT00009400,Michael,King,Pennsylvania,Allentown,30662,1380.94,1380.94,684,2026-01-23,2025-12-14,Pre-Writeoff,34,2026-01-31,1,Active,0,0
9401,NVT00009401,Anthony,Johnson,North Carolina,Greensboro,50280,4418.49,4418.49,690,2026-01-22,2025-12-29,Pre-Writeoff,84,2026-01-31,1,Active,0,0
9402,NVT00009402,Hector,Hamilton,Texas,Houston,42717,1613.88,1613.88,612,2024-08-09,2024-07-15,Tertiary,495,,18,Active,0,0
9403,NVT00009403,Marcus,Stokes,North Carolina,Raleigh,72659,6535.46,6535.46,528,2025-03-23,2025-03-10,Secondary,345,2025-07-25,10,Active,0,0
9404,NVT00009404,Krystal,Cain,Georgia,Augusta,48253,605.15,605.15,625,2024-11-23,2024-10-24,Tertiary,369,,15,Active,0,0
9405,NVT00009405,Michael,Thompson,Ohio,Columbus,37775,2360.52,2360.52,683,2026-01-06,2025-11-27,Pre-Writeoff,80,2026-01-31,2,Active,0,0
9406,NVT00009406,Charles,Wright,New York,Albany,04749,4990.62,4990.62,766,2025-04-25,2025-03-25,Secondary,348,2025-04-30,10,Active,0,0
9407,NVT00009407,Diane,Hoffman,Ohio,Cincinnati,42774,932.94,932.94,556,2024-09-18,2024-09-03,Tertiary,427,,17,Active,0,0
9408,NVT00009408,Nathan,Reyes,Illinois,Springfield,96099,8055.39,8055.39,610,2025-04-06,2025-03-11,Secondary,358,2025-05-28,10,Active,0,0
9409,NVT00009409,Kimberly,Oliver,Ohio,Cincinnati,74854,338.24,338.24,612,2025-09-30,2025-08-29,Primary,149,2025-12-31,5,Active,0,0
9410,NVT00009410,David,Anderson,Florida,Miami,09303,1735.51,1735.51,734,2024-07-31,2024-06-27,Tertiary,388,2024-11-13,19,Active,1,0
9411,NVT00009411,Lucas,Rivera,North Carolina,Charlotte,75428,3878.15,3878.15,637,2024-10-15,2024-09-08,Tertiary,492,2024-12-10,17,Active,0,0
9412,NVT00009412,Alex,Smith,Florida,Tampa,29876,6584.82,6584.82,576,2024-12-06,2024-10-24,Tertiary,499,2025-02-27,15,Active,0,0
9413,NVT00009413,Mark,Adams,Texas,Houston,36840,7020.83,7020.83,679,2025-11-13,2025-10-10,Primary,119,2026-01-31,3,Active,0,0
9414,NVT00009414,Steven,Morgan,Illinois,Chicago,40204,1035.39,1035.39,611,2024-09-03,2024-07-29,Tertiary,367,2024-11-08,18,Active,0,0
9415,NVT00009415,Laura,Wall,Georgia,Atlanta,24736,1464.39,1464.39,554,2025-03-12,2025-03-10,Secondary,240,2025-04-02,10,Active,0,0
9416,NVT00009416,Rachel,Lane,Ohio,Cincinnati,38570,2117.47,2117.47,577,2024-11-09,2024-11-02,Tertiary,537,,15,Active,0,0
9417,NVT00009417,Anna,Reed,Illinois,Naperville,54076,562.19,562.19,761,2024-10-28,2024-09-20,Tertiary,387,,16,Active,0,0
9418,NVT00009418,Paul,Dickson,New York,New York,16974,3645.05,3645.05,666,2025-12-18,2025-11-21,Pre-Writeoff,32,,2,Active,0,0
9419,NVT00009419,Carolyn,Phelps,Arizona,Tucson,86708,498.38,498.38,647,2025-05-07,2025-04-26,Secondary,208,2025-07-31,9,Active,0,0
9420,NVT00009420,Alison,Schultz,California,Los Angeles,97413,518.74,518.74,622,2025-04-08,2025-03-27,Secondary,201,2025-06-15,10,Active,0,0
9421,NVT00009421,Dakota,Boyle,Arizona,Mesa,62019,1714.48,1714.48,660,2025-05-22,2025-05-08,Secondary,223,2026-01-31,8,Active,0,0
9422,NVT00009422,Joshua,Roman,Texas,Houston,14020,538.39,538.39,659,2025-09-05,2025-08-29,Primary,149,,5,Active,0,0
9423,NVT00009423,Cathy,Hinton,Georgia,Augusta,18160,8404.45,8404.45,660,2025-02-15,2025-01-29,Secondary,247,2025-11-22,12,Active,0,0
9424,NVT00009424,Nicole,Lynch,Georgia,Augusta,25200,2615.31,2615.31,648,2024-09-19,2024-09-10,Tertiary,487,2025-05-07,16,Active,0,0
9425,NVT00009425,Michelle,Suarez,Arizona,Tucson,80463,278.4,278.4,700,2026-01-22,2026-01-15,Pre-Writeoff,32,2026-01-31,0,Active,0,0
9426,NVT00009426,Charles,Morse,Texas,Dallas,31210,743.7,743.7,641,2025-05-12,2025-05-05,Secondary,350,2025-10-30,9,Active,0,0
9427,NVT00009427,Patricia,Bridges,Illinois,Chicago,32870,1592.04,1592.04,571,2025-06-18,2025-05-06,Secondary,261,2025-10-18,9,Active,0,0
9428,NVT00009428,Robert,Glenn,Illinois,Springfield,07752,3805.49,3805.49,597,2026-01-06,2025-12-25,Pre-Writeoff,48,2026-01-31,1,Active,0,0
9429,NVT00009429,Katelyn,Wright,Georgia,Atlanta,53771,3248.58,3248.58,501,2025-11-27,2025-11-05,Primary,97,,2,Active,0,0
9430,NVT00009430,Louis,Simmons,California,Los Angeles,44571,8465.83,8465.83,781,2025-06-30,2025-06-14,Primary,175,2025-08-15,7,Active,0,0
9431,NVT00009431,Luke,Strong,Illinois,Springfield,31531,4642.78,4642.78,700,2026-01-02,2025-12-15,Pre-Writeoff,68,2026-01-31,1,Active,0,0
9432,NVT00009432,James,Russo,North Carolina,Raleigh,27000,6900.76,6900.76,581,2025-07-12,2025-07-11,Primary,157,,6,Active,0,0
9433,NVT00009433,Leah,Henderson,California,San Diego,49241,1595.1,1595.1,620,2026-01-01,2025-12-14,Pre-Writeoff,50,2026-01-31,1,Active,0,0
9434,NVT00009434,Victor,Murphy,Florida,Jacksonville,26027,3461.99,3461.99,595,2025-03-13,2025-02-24,Secondary,342,,11,Active,0,0
9435,NVT00009435,Veronica,Morris,California,Sacramento,94044,3616.14,3616.14,747,2025-04-19,2025-04-01,Secondary,281,2025-11-19,10,Active,0,0
9436,NVT00009436,Robert,Davis,Pennsylvania,Allentown,48791,7137.45,7137.45,540,2025-04-23,2025-03-13,Secondary,298,2025-12-30,10,Active,0,0
9437,NVT00009437,David,Atkins,California,Sacramento,80786,977.23,977.23,648,2025-11-04,2025-10-16,Primary,95,,3,Active,0,0
9438,NVT00009438,George,Sullivan,Illinois,Naperville,62406,9793.84,9793.84,632,2025-10-26,2025-10-25,Primary,138,2025-12-11,3,Active,0,0
9439,NVT00009439,Mark,Williams,Illinois,Naperville,41627,14936.1,14936.1,697,2025-10-13,2025-09-13,Primary,113,2026-01-31,4,Active,0,0
9440,NVT00009440,Patrick,Ellis,New York,Albany,77219,7409.61,7409.61,632,2026-01-15,2026-01-06,Pre-Writeoff,35,2026-01-31,0,Active,0,0
9441,NVT00009441,Barbara,Lang,Arizona,Mesa,88390,4923.92,4923.92,516,2025-05-02,2025-04-26,Secondary,276,2025-11-27,9,Active,0,0
9442,NVT00009442,Justin,Mills,Georgia,Augusta,71502,1378.84,1378.84,622,2026-01-05,2025-12-31,Pre-Writeoff,46,,1,Active,0,0
9443,NVT00009443,Dawn,Smith,North Carolina,Charlotte,03140,903.26,903.26,571,2025-04-19,2025-04-11,Secondary,245,,9,Active,0,0
9444,NVT00009444,Melissa,Gill,New York,Rochester,75254,971.67,971.67,645,2024-11-29,2024-11-17,Tertiary,461,2025-06-09,14,Active,0,0
9445,NVT00009445,Vanessa,Yates,New York,Buffalo,52399,1249.95,1249.95,740,2025-05-07,2025-04-16,Secondary,256,2025-06-01,9,Active,0,0
9446,NVT00009446,Rhonda,Peterson,Arizona,Tucson,21004,8746.8,8746.8,518,2025-11-16,2025-10-09,Primary,151,2025-12-23,3,Active,0,0
9447,NVT00009447,Justin,Taylor,Ohio,Columbus,66531,1999.24,1999.24,583,2024-09-14,2024-08-20,Tertiary,516,2024-10-15,17,Active,0,0
9448,NVT00009448,Meagan,Romero,Florida,Tampa,24867,238.78,238.78,601,2024-07-11,2024-06-15,Tertiary,480,2024-11-09,19,Active,0,0
9449,NVT00009449,Richard,Gibson,Georgia,Savannah,96214,3358.43,3358.43,613,2025-12-21,2025-11-22,Pre-Writeoff,87,2026-01-31,2,Active,0,0
9450,NVT00009450,Paula,Michael,North Carolina,Greensboro,92765,9805.77,9805.77,691,2026-01-29,2025-12-23,Pre-Writeoff,81,,1,Active,0,0
9451,NVT00009451,Samantha,Odom,Texas,San Antonio,16234,1211.14,1211.14,627,2025-01-08,2024-12-16,Secondary,283,2025-09-29,13,Active,0,0
9452,NVT00009452,Benjamin,Stevenson,California,San Diego,78411,2811.13,2811.13,669,2025-10-28,2025-10-01,Primary,103,,4,Active,0,0
9453,NVT00009453,Deanna,Bishop,New York,Albany,53367,1215.66,1215.66,596,2026-01-15,2026-01-08,Pre-Writeoff,64,2026-01-31,0,Active,0,0
9454,NVT00009454,Chad,Morales,Texas,Austin,00513,1016.15,1016.15,656,2024-12-08,2024-11-30,Tertiary,442,,14,Active,0,0
9455,NVT00009455,Cody,Bennett,Florida,Tampa,69359,1650.19,1650.19,694,2024-09-11,2024-08-28,Tertiary,483,2025-04-21,17,Active,0,0
9456,NVT00009456,Leah,Mccarty,Illinois,Naperville,64737,1912.89,1912.89,588,2025-06-05,2025-04-26,Secondary,342,2025-09-04,9,Active,0,0
9457,NVT00009457,Jennifer,Jordan,Pennsylvania,Allentown,73919,7780.76,7780.76,694,2025-02-17,2025-02-04,Secondary,255,,12,Active,0,0
9458,NVT00009458,Joshua,Chapman,Arizona,Tucson,64568,2181.46,2181.46,643,2025-04-11,2025-03-19,Secondary,242,2025-05-26,10,Active,0,0
9459,NVT00009459,Karen,Carr,New York,New York,82972,350.12,350.12,713,2025-08-30,2025-08-14,Primary,154,2025-11-20,5,Active,0,0
9460,NVT00009460,Richard,Scott,California,Los Angeles,43127,1579.62,1579.62,625,2025-02-05,2025-02-02,Secondary,292,2025-10-30,12,Active,0,0
9461,NVT00009461,Angela,Smith,Illinois,Springfield,83455,1235.28,1235.28,666,2025-05-03,2025-04-28,Secondary,285,2025-10-27,9,Active,0,0
9462,NVT00009462,Lawrence,Haynes,New York,New York,62195,12017.51,12017.51,637,2026-01-23,2025-12-16,Pre-Writeoff,38,2026-01-31,1,Active,0,0
9463,NVT00009463,Cheryl,Ellis,Illinois,Naperville,66593,2770.47,2770.47,633,2025-09-28,2025-09-14,Primary,135,2026-01-31,4,Active,0,0
9464,NVT00009464,Phillip,Castaneda,North Carolina,Greensboro,85912,6142.56,6142.56,658,2025-03-12,2025-02-14,Secondary,193,,11,Active,0,0
9465,NVT00009465,Heather,Day,Arizona,Tucson,72856,2585.12,2585.12,677,2025-11-23,2025-11-09,Primary,111,,2,Active,0,0
9466,NVT00009466,Shawn,Brennan,Florida,Tampa,19676,1908.4,1908.4,552,2024-07-16,2024-07-02,Tertiary,489,,19,Active,0,0
9467,NVT00009467,Melinda,Delacruz,Texas,Austin,92455,4616.69,4616.69,740,2026-01-14,2025-12-07,Pre-Writeoff,47,,1,Active,0,0
9468,NVT00009468,Tammy,Hamilton,California,Sacramento,62903,909.04,909.04,509,2026-01-07,2025-12-16,Pre-Writeoff,78,,1,Active,0,0
9469,NVT00009469,David,Williams,Texas,San Antonio,25449,921.3,921.3,592,2025-03-23,2025-02-13,Secondary,263,,11,Active,0,0
9470,NVT00009470,Nathaniel,Mathis,California,Sacramento,61458,406.29,406.29,633,2025-04-17,2025-03-16,Secondary,203,2025-05-14,10,Active,0,0
9471,NVT00009471,Christine,Howell,New York,New York,56196,297.47,297.47,668,2025-06-15,2025-05-22,Secondary,320,,8,Active,0,0
9472,NVT00009472,Anthony,Odonnell,Ohio,Columbus,32947,4687.46,4687.46,750,2026-01-07,2025-12-07,Pre-Writeoff,71,,1,Active,0,0
9473,NVT00009473,Brandon,Miller,Pennsylvania,Allentown,06714,1262.35,1262.35,509,2024-07-09,2024-06-08,Tertiary,382,,20,Active,0,0
9474,NVT00009474,Alex,Richmond,Texas,San Antonio,77569,966.0,966.0,604,2025-06-03,2025-05-01,Secondary,310,2025-07-17,9,Active,0,0
9475,NVT00009475,Daniel,Lewis,Arizona,Mesa,61955,6550.34,6550.34,491,2026-01-06,2025-11-28,Pre-Writeoff,51,,2,Active,0,0
